supplysector,subsector.name0,subsector.name,year,lifetime,technology
base load generation,wind,wind_base_storage,2045,30,wind_base_storage
base load generation,biomass,biomass_base_conv,2050,60,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2050,60,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2050,60,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2050,60,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2050,60,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2050,60,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2050,60,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2050,60,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2050,60,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2050,60,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2050,60,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2050,60,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2050,60,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2050,60,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2050,60,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2050,60,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2050,60,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2050,60,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2050,60,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2050,60,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2050,60,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2050,60,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2050,60,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2050,60,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2050,60,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2050,60,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2050,60,coal (IGCC) (once through)
base load generation,coal,coal_base_IGCC,2050,60,coal (IGCC) (seawater)
base load generation,coal,coal_base_IGCC,2050,60,coal (IGCC) (recirculating)
base load generation,coal,coal_base_IGCC,2050,60,coal (IGCC) (dry cooling)
base load generation,coal,coal_base_IGCC_CCS,2050,60,coal (IGCC CCS) (once through)
base load generation,coal,coal_base_IGCC_CCS,2050,60,coal (IGCC CCS) (seawater)
base load generation,coal,coal_base_IGCC_CCS,2050,60,coal (IGCC CCS) (recirculating)
base load generation,coal,coal_base_IGCC_CCS,2050,60,coal (IGCC CCS) (dry cooling)
base load generation,gas,gas_base_CC,2050,45,gas (CC) (once through)
base load generation,gas,gas_base_CC,2050,45,gas (CC) (seawater)
base load generation,gas,gas_base_CC,2050,45,gas (CC) (recirculating)
base load generation,gas,gas_base_CC,2050,45,gas (CC) (cooling pond)
base load generation,gas,gas_base_CC,2050,45,gas (CC) (dry cooling)
base load generation,gas,gas_base_CC_CCS,2050,45,gas (CC CCS) (once through)
base load generation,gas,gas_base_CC_CCS,2050,45,gas (CC CCS) (seawater)
base load generation,gas,gas_base_CC_CCS,2050,45,gas (CC CCS) (recirculating)
base load generation,gas,gas_base_CC_CCS,2050,45,gas (CC CCS) (dry cooling)
base load generation,geothermal,geo_base,2050,30,geothermal (recirculating)
base load generation,geothermal,geo_base,2050,30,geothermal (dry_hybrid)
base load generation,nuclear,nuc_base_large reactor,2050,60,large reactor (once through)
base load generation,nuclear,nuc_base_large reactor,2050,60,large reactor (seawater)
base load generation,nuclear,nuc_base_large reactor,2050,60,large reactor (recirculating)
base load generation,nuclear,nuc_base_large reactor,2050,60,large reactor (cooling pond)
base load generation,nuclear,nuc_base_SMR,2050,60,SMR (once through)
base load generation,nuclear,nuc_base_SMR,2050,60,SMR (seawater)
base load generation,nuclear,nuc_base_SMR,2050,60,SMR (recirculating)
base load generation,nuclear,nuc_base_SMR,2050,60,SMR (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2050,45,refined liquids (steam/CT) (once through)
base load generation,refined liquids,refined liquids_base_steam/CT,2050,45,refined liquids (steam/CT) (seawater)
base load generation,refined liquids,refined liquids_base_steam/CT,2050,45,refined liquids (steam/CT) (recirculating)
base load generation,refined liquids,refined liquids_base_steam/CT,2050,45,refined liquids (steam/CT) (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2050,45,refined liquids (steam/CT) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC,2050,45,refined liquids (CC) (once through)
base load generation,refined liquids,refined liquids_base_CC,2050,45,refined liquids (CC) (seawater)
base load generation,refined liquids,refined liquids_base_CC,2050,45,refined liquids (CC) (recirculating)
base load generation,refined liquids,refined liquids_base_CC,2050,45,refined liquids (CC) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC_CCS,2050,45,refined liquids (CC CCS) (once through)
base load generation,refined liquids,refined liquids_base_CC_CCS,2050,45,refined liquids (CC CCS) (seawater)
base load generation,refined liquids,refined liquids_base_CC_CCS,2050,45,refined liquids (CC CCS) (recirculating)
base load generation,refined liquids,refined liquids_base_CC_CCS,2050,45,refined liquids (CC CCS) (dry cooling)
base load generation,solar,PV_base_storage,2050,30,PV_base_storage
base load generation,solar,CSP_base_storage,2050,30,CSP_base_storage
base load generation,wind,wind_base_storage,2050,30,wind_base_storage
base load generation,biomass,biomass_base_conv,2055,60,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2055,60,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2055,60,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2055,60,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2055,60,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2055,60,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2055,60,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2055,60,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2055,60,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2055,60,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2055,60,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2055,60,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2055,60,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2055,60,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2055,60,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2055,60,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2055,60,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2055,60,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2055,60,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2055,60,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2055,60,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2055,60,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2055,60,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2055,60,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2055,60,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2055,60,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2055,60,coal (IGCC) (once through)
base load generation,coal,coal_base_IGCC,2055,60,coal (IGCC) (seawater)
base load generation,coal,coal_base_IGCC,2055,60,coal (IGCC) (recirculating)
base load generation,coal,coal_base_IGCC,2055,60,coal (IGCC) (dry cooling)
base load generation,coal,coal_base_IGCC_CCS,2055,60,coal (IGCC CCS) (once through)
base load generation,coal,coal_base_IGCC_CCS,2055,60,coal (IGCC CCS) (seawater)
base load generation,coal,coal_base_IGCC_CCS,2055,60,coal (IGCC CCS) (recirculating)
base load generation,coal,coal_base_IGCC_CCS,2055,60,coal (IGCC CCS) (dry cooling)
base load generation,gas,gas_base_CC,2055,45,gas (CC) (once through)
base load generation,gas,gas_base_CC,2055,45,gas (CC) (seawater)
base load generation,gas,gas_base_CC,2055,45,gas (CC) (recirculating)
base load generation,gas,gas_base_CC,2055,45,gas (CC) (cooling pond)
base load generation,gas,gas_base_CC,2055,45,gas (CC) (dry cooling)
base load generation,gas,gas_base_CC_CCS,2055,45,gas (CC CCS) (once through)
base load generation,gas,gas_base_CC_CCS,2055,45,gas (CC CCS) (seawater)
base load generation,gas,gas_base_CC_CCS,2055,45,gas (CC CCS) (recirculating)
base load generation,gas,gas_base_CC_CCS,2055,45,gas (CC CCS) (dry cooling)
base load generation,geothermal,geo_base,2055,30,geothermal (recirculating)
base load generation,geothermal,geo_base,2055,30,geothermal (dry_hybrid)
base load generation,nuclear,nuc_base_large reactor,2055,60,large reactor (once through)
base load generation,nuclear,nuc_base_large reactor,2055,60,large reactor (seawater)
base load generation,nuclear,nuc_base_large reactor,2055,60,large reactor (recirculating)
base load generation,nuclear,nuc_base_large reactor,2055,60,large reactor (cooling pond)
base load generation,nuclear,nuc_base_SMR,2055,60,SMR (once through)
base load generation,nuclear,nuc_base_SMR,2055,60,SMR (seawater)
base load generation,nuclear,nuc_base_SMR,2055,60,SMR (recirculating)
base load generation,nuclear,nuc_base_SMR,2055,60,SMR (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,45,refined liquids (steam/CT) (once through)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,45,refined liquids (steam/CT) (seawater)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,45,refined liquids (steam/CT) (recirculating)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,45,refined liquids (steam/CT) (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,45,refined liquids (steam/CT) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC,2055,45,refined liquids (CC) (once through)
base load generation,refined liquids,refined liquids_base_CC,2055,45,refined liquids (CC) (seawater)
base load generation,refined liquids,refined liquids_base_CC,2055,45,refined liquids (CC) (recirculating)
base load generation,refined liquids,refined liquids_base_CC,2055,45,refined liquids (CC) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,45,refined liquids (CC CCS) (once through)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,45,refined liquids (CC CCS) (seawater)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,45,refined liquids (CC CCS) (recirculating)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,45,refined liquids (CC CCS) (dry cooling)
base load generation,solar,PV_base_storage,2055,30,PV_base_storage
base load generation,solar,CSP_base_storage,2055,30,CSP_base_storage
base load generation,wind,wind_base_storage,2055,30,wind_base_storage
base load generation,biomass,biomass_base_conv,2060,60,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2060,60,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2060,60,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2060,60,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2060,60,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2060,60,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2060,60,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2060,60,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2060,60,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2060,60,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2060,60,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2060,60,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2060,60,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2060,60,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2060,60,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2060,60,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2060,60,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2060,60,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2060,60,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2060,60,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2060,60,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2060,60,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2060,60,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2060,60,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2060,60,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2060,60,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2060,60,coal (IGCC) (once through)
base load generation,coal,coal_base_IGCC,2060,60,coal (IGCC) (seawater)
base load generation,coal,coal_base_IGCC,2060,60,coal (IGCC) (recirculating)
base load generation,coal,coal_base_IGCC,2060,60,coal (IGCC) (dry cooling)
base load generation,coal,coal_base_IGCC_CCS,2060,60,coal (IGCC CCS) (once through)
base load generation,coal,coal_base_IGCC_CCS,2060,60,coal (IGCC CCS) (seawater)
base load generation,coal,coal_base_IGCC_CCS,2060,60,coal (IGCC CCS) (recirculating)
base load generation,coal,coal_base_IGCC_CCS,2060,60,coal (IGCC CCS) (dry cooling)
base load generation,gas,gas_base_CC,2060,45,gas (CC) (once through)
